"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,43.8365699354527
9.951,43.1167882174248
9.952,42.3944921378161
9.953,41.669713778919
9.954,40.9424860094678
9.955,40.21284247838
9.956,39.4808176079215
9.957,38.7464465862818
9.958,38.009765359588
9.959,37.2708106233462
9.96,36.5296198133192
9.961,35.7862310958553
9.962,35.0406833576681
9.963,34.2930161950791
9.964,33.5432699027389
9.965,32.7914854618259
9.966,32.0377045277501
9.967,31.2819694173525
9.968,30.5243230956373
9.969,29.7648091620354
9.97,29.0034718362135
9.971,28.2403559434545
9.972,27.4755068996101
9.973,26.7089706956557
9.974,25.9407938818526
9.975,25.1710235515406
9.976,24.3997073245798
9.977,23.6268933304469
9.978,22.8526301910234
9.979,22.0769670030738
9.98,21.2999533204452
9.981,20.5216391360013
9.982,19.7420748633079
9.983,18.9613113180885
9.984,18.179399699473
9.985,17.3963915710489
9.986,16.6123388417424
9.987,15.8272937465341
9.988,15.0413088270438
9.989,14.2544369119851
9.99,13.4667310975177
9.991,12.6782447275107
9.992,11.8890313737277
9.993,11.0991448159612
9.994,10.3086390221199
9.995,9.51756812828975
9.996,8.72598641878781
9.997,7.93394830620794
9.998,7.14150831149156
9.999,6.34872104402219
10,5.55564118176478
10.001,4.76232345145464
10.002,3.96882260885645
10.003,3.17519341910063
10.004,2.38149063710388
10.005,1.58776898809459
10.006,0.794083148244986
10.007,0.000487725420656972
10.008,-0.792962759940394
10.009,-1.58621389380398
10.01,-2.3792113873845
10.011,-3.17190109582169
10.012,-3.96422903669265
10.013,-4.75614140837246
10.014,-5.54758460819356
10.015,-6.33850525043083
10.016,-7.12885018409383
10.017,-7.91856651051737
10.018,-8.70760160074378
10.019,-9.49590311269359
10.02,-10.2834190081181
10.021,-11.0700975693246
10.022,-11.8558874156623
10.023,-12.6407375197846
10.024,-13.4245972236472
10.025,-14.2074162542699
10.026,-14.9891447392344
10.027,-15.7697332219171
10.028,-16.5491326764528
10.029,-17.327294522425
10.03,-18.1041706392712
10.031,-18.8797133803994
10.032,-19.6538755870028
10.033,-20.4266106015933
10.034,-21.1978722812042
10.035,-21.9676150102939
10.036,-22.7357937133231
10.037,-23.5023638670073
10.038,-24.2672815122392
10.039,-25.0305032656703
10.04,-25.791986330947
10.041,-26.5516885095971
10.042,-27.3095682115623
10.043,-28.0655844653625
10.044,-28.8196969278993
10.045,-29.5718658938787
10.046,-30.3220523048615
10.047,-31.0702177579241
10.048,-31.8163245139334
10.049,-32.5603355054282
10.05,-33.3022143441023
